"title","description","city","contract_type","workday","company_name","salary_min","salary_max","salary_period","salary_currency","teleworking","publish_date"
repartidores / mensajeros,"empresa de transporte urgente, necesita conductores para vehículos de empresa. Imprescindible experiencia en mensajería y reparto de paquetería por la Comunidad de Madrid. Imprescindible manejo de dispositivos de reparto. Salario Bruto 14.000 € / año.

Además necesitamos incorporar un mensajero con moto propia. Sueldo fijo Salario bruto 14.000 € / año
+ plus de gasolina y mejora del sueldo pasados 8 meses. Imprescindible experiencia en mensajería y reparto en la Comunidad de Madrid. Imprescindible manejo de dispositivos de reparto.

Oficina principal: Villaviciosa de Odón.",Villaviciosa de Odón,Contrato indefinido,Jornada completa,West Fargo,15000,15000,YEAR,EUR,Trabajo solo presencial,2022-01-27
TECNICO PRL Y GESTION DE PROVEEDORES,"Precisamos incorporación de Técnico en Prevención de Riesgos Laborales para prestar sus servicios a nivel nacional desde nuestra delegación de Sevilla.
Las funciones principales del puesto son:
- Elaboración de los planes de seguridad o evaluaciones de riesgos
de todas nuestras obras.
- Control documental relativa a PRL de la plantilla de la empresa
- Control documental relativa a PRL y documentación legal de
proveedores y colaboradores
- Captación y homologación de nuevos proveedores
Necesaria alta capacidad de interlocución para dar respuesta a las necesidades de la red de delegaciones en obra, en materia de prevención.",Sevilla,Contrato de duración determinada,Jornada completa,Dorseran,15000,21000,YEAR,EUR,Trabajo solo presencial,2022-01-27
Administrativo para el Dpto. de Closing,"Buscamos un candidato/a cuya principal función sean realizar tareas administrativas en el Dpto de Closing. La persona seleccionada se encargará principalmente de gestionar, recopilar y testear la información que solicitamos a los clientes para poder formalizar la compra del inmueble y así poder remitírsela al Dpto. de PBC. 

Pensamos en una persona muy meticulosa, organizada, polivalente, eficiente, responsable, implicada y muy comprometida. Profesional, entusiasta y trabajadora.

Las funciones que llevará a cabo, entre otras, serán:

* Realizar tareas de gestión, coordinación y control del proceso
* Recopilación de datos
* Actualización de datos
* Contacto con clientes
* Gestión y resolución de incidencias

Ofrecemos:
-Jornada completa
-Contrato Indefinido
-Incorporación inmediata",Madrid,Contrato indefinido,Jornada completa,Empresa del sector inmobiliario,,,,,Trabajo solo presencial,2022-01-27
HIGIENISTA DENTAL ORTODONCIA INVISIBLE,"Incorporación a una start-up de reciente creación, ambiciosa y que brinda enormes posibilidades de crecimiento profesional y personal.
 
Entorno de trabajo inspirador, innovador, emprendedor y muy dinámico, basado en la colaboración y cooperación real entre compañeros/as. 

Trabajo que requiere una persona resiliente, animosa, de buen trato y amante del trato humano, experiencia demostrable (imprescindible aportar cartas de recomendación).
 
Ofrecemos excelente ambiente de trabajo y formación continua.
. Se valorará positivamente que tenga conocimientos en funciones de atención al paciente, presentación de presupuestos y
seguimiento de pacientes.",Madrid,Contrato indefinido,Jornada completa,"ELIMS DIGITAL DENTALCARE, S.L",18000,21000,YEAR,EUR,Trabajo solo presencial,2022-01-27
Marketing y comunicación Digital con amplios conocimientos de SEO,"¡Buscamos un profesional especialista en Marketing y Comunicación Digital con amplios conocimientos de SEO para incorporación inmediata !

El candidato ideal analizará, revisará e implementará cambios en los sitios web para que estén optimizados para los motores de búsqueda. Será capaz de implementar estrategias que mejoren la visibilidad del sitio. 

Requisitos necesarios:

- Conocimiento de factores claves para posicionamiento en buscadores (SEO).
-Conocimientos básicos de WordPress.
- Conocimiento y manejo de estrategias de Link Building.
-Conocimientos de otras disciplinas del Marketing Online (analítica web, social media, afiliación campañas SEM, gestión de blogs, etc)

Requisitos Deseados:

- Conocimientos en Adobe xD y photoshop.
-Google Analytics
-Google Adwords 

También valoraremos muy positivamente la experiencia en la publicación de contenidos en redes sociales siguiendo la estrategia de la marca.",Alicante/Alacant,Contrato indefinido,Jornada completa,FAMARYCOOL SL.,,,,,Trabajo solo presencial,2022-01-27
Desarrollador Senior en .NET (Teletrabajo 100% a nivel nacional),"Precisamos incorporar varios Programadores Seniors especialistas en tecnología Microsoft .NET, con más de 4 años de experiencia para trabajar en proyectos estables de larga duración.

Se puede realizar teletrabajo 100% (como forma habitual de trabajo) por lo que no importa donde residas.
 
Requisitos exigidos:
- Conocimientos amplios de SOLID, Clean Code y Patrones de diseño.
- Conocimientos de Internet Information Services.
- Experiencia en el uso de GIT
- Experiencia de, al menos 3 años, en de C#,.NET Core, .Net Standard.
- Experiencia de, al menos 2 años, en arquitectura de microservicios
- Experiencia de, al menos 3 años, en la realización de test unitarios y de integración, y TDD.
- Amplia experiencia en Visual Studio.
- Amplia experiencia en SQL con SQL Server (T-SQL, procedimientos almacenados)
Deseables:
- Experiencia de, al menos 4 años, en DDD y Arquitectura Hexagonal.
- Experiencia en Colas de Mensajes.
- Conocimientos deseables en Azure Devops.
Otros:
- Capacidad de abstracción y diseño
- Buena capacidad de comunicación.
- Proactividad
- Trabajo en equipo


Se ofrece:
-Te unirás a PLEXUS,  un equipo de +1600 personas desarrollando soluciones tecnológicas con flexibilidad laboral, planes de carrera y formación.
-Incorporación inmediata.
-Contrato indefinido.
-Retribución a convenir según valía del candidato.",Madrid,Contrato indefinido,Jornada completa,TECNOLOGIAS PLEXUS S.L.,,,,,Teletrabajo posible,2022-01-27
CARRETILLERO ALMACÉN CÍTRICOS,"Manejo de carretilla elevadora en almacén de cítricos. 
Guardar palets en cámara, alimentar volcador, carga y descarga...",Piles,Contrato de duración determinada,Jornada completa,"EXPORTACIONES ARANDA, S.L.",1200,1500,MONTH,EUR,Trabajo solo presencial,2022-01-27
Senior Java Developer,"Founded in 2013, LittleBIG Connection is the ecosystem of the future of work: the platform that brings together companies, today's talent, and tomorrow's expertise in a simpler, fairer and more open way.

How? Through our platform that provides companies with a single point of access to the talent and expertise they need, wherever they are.  

Your Role:

You will join the LittleBIG's Development Team in Valencia,Spain as a Senior Java SaaS Developer.

You will join a team of Architects, development Experts, and junior Developers.

You will be the point of contact for the development team and will be in charge of one or several of the solution modules, within an Agile environment. In addition to your active participation to the platform's evolutions, you will contribute to the consolidation/sanitation of the code base and will act as a driving force.

Operational

·	Manage the direction of developments within your team,
·	Distribute tasks, and organize team members' workload
·	Take charge of problem solving,
·	Monitor the team's skills development
·	Lead and supervise the development team through a collaborative and intelligence-driven mindset
·	Participate in recruitment sessions
·	Respect the team's commitments

Software development and design

·	Manage design, development, code review, and merge requests.
Deployments, branch management, Run
·	Track operating environments used by your team
·	Monitor all branches of your team,
·	Solve blocking problems/hot fixing.

 Ideal profile

·	Background in IT engineering or similar, desire to evolve in a scale-up environment
·	At least 5 years of experience in a similar role
·	Passionate about development and technology, your main motivation will be your contribution to the evolution of the codebase of an innovative SaaS solution. You will also be eager to investigate and solve problems 
·	Pragmatic, aware of the constraints and able to propose appropriate solutions 
·	Knowledge of working in a decentralized environment (multi-site development). You will be active, a good communicator, and a self-starter. You ensure information is shared properly.
·	Industry knowledge of the development process (Code Review, Merge Request, Release Maven, ...),
·	Excellent mastery of Java and its environment
·	Good Understanding of: JavaScript, GIT, Linux,
·	Fluent in English
·	Experience in a high-pressure SaaS-type solution and a B2B environment is desirable.

Location: Valencia/remote",Valencia,Contrato indefinido,Jornada completa,AMARIS,,,,,Teletrabajo posible,2022-01-27
Jefe/a de cocina,"En Gran hospital Can Misses tenemos abierta la vacante para seleccionar un Jefe/a de cocina.

Formarás parte activa de un proyecto de mejora, en el que tu visión y experiencia nos ayudarán a establecer procesos de mejora continua, con el objetivo de dar una mayor calidad de servicio y experiencia del cliente interno y externo.

Esta persona, además de liderar al equipo de cocina y de ser el máximo responsable de los procesos operativos de la cocina, se encargará de dirigir, planificar, organizar y supervisar el trabajo de su área de acuerdo con las directrices marcadas por la empresa, y que comprende tanto el servicio a personal sanitario y no sanitario, como a pacientes:

*Selección de personal en colaboración directa con el área de Recursos Humanos y gestión administrativa del equipo

*Elaboración de menú y carta de desayunos/snack para cliente interno y externo, y para el paciente.

*Velar por los estándares de calidad (ISO 9001 - ISO 14001) y por las buenas prácticas en materia de manipulación e higiene alimentaria - APPCC - en colaboración directa con la figura responsable de calidad.

*Supervisar y controlar la limpieza y el mantenimiento de los utensilios, además del buen uso de maquinaria y materiales.

*velar por la mejora continua de los procesos y del servicio, mediante análisis, innovación y adecuación.

*Garantizar la elaboración, calidad y presentación del menú en base a los estándares marcados por la compañía.

*Relación con proveedores

*Control de costes, stock, pedidos y, en directa colaboración con la figura responsable de compras, gestión de las mismas.

*Contribución a la elaboración del plan de formación para el equipo en técnicas culinarias, normativas legales,...",Eivissa,Contrato indefinido,Jornada completa,GRAN HOSPITAL CAN MISSES SA,,,,,Trabajo solo presencial,2022-01-27
Técnico/a Soporte Microinformático in situ,"Actualmente, seleccionamos un profesional para incorporarse en uno de nuestros proyectos en Sant Cugat con los siguientes requisitos:

- Titulación reglada en IT,  al menos, Ciclo Formativo de Grado Medio en Microinformática y Redes. 
- Experiencia de al menos 6 meses realizando funciones de Técnico Microinformático dando soporte onsite IT a usuarios.
- Horario: Lunes a viernes de 08:00h a 17:00h o 09:00h a 18:00h.

Funciones:

 Windows: Diagnóstico y resolución de incidencias habituales del SO Windows (7, 8.1, 10), edición de registro, configuración de impresoras en red, Citrix parte cliente, aplicaciones virtualizadas, optimización de rendimiento, usuarios de directorio activo y permisos. 
Uso básico de terminal de DOS. 
Office: Diagnóstico y resolución de incidencias habituales Office (2010, 2013, Office 365), buzones Exchange y O365, calendarios compartidos, reglas, complementos de Office. 
Redes: Funcionamiento de TCP/IP a nivel de direcciones y puertos, equipos e impresoras en red, funcionamiento de equipos en dominio, unidades de red, recursos compartidos, uso de proxy en aplicaciones y configuración, parcheo de rack de comunicaciones, telefonía IP. ·
Aplicaciones: Instalación, desinstalación, configuración y reparación de aplicaciones habituales. 
Aplicaciones de videoconferencia (Skype for Bussines/Lync, Teams, Zoom). 
Herramientas de soporte remoto. 
Trabajo con herramientas de ticketing. 


¿Qué ofrecemos?
· Incorporación a una compañía líder a nivel internacional en servicios globales de IT, puntera en el sector y socialmente responsable.
· Integración en un equipo de profesionales altamente cualificados, en proyectos innovadores, dinámicos y con un excelente clima laboral.
· Formación en nuevas tecnologías y competencias a través de plataformas internas de formación.
· Seguro de vida y accidentes


- - - - - - 

FDS es una compañía perteneciente a DXC Technology, empresa global de servicios de IT. Trabajamos con DXC Technology en la misión de conducir a nuestros clientes en su recorrido hacia la transformación digital.

FDS tiene presencia en Europa con más de 2800 profesionales. En España, nuestra plantilla está formada por más de 1300 empleados, distribuidos en nuestras sedes de Madrid, Barcelona, Girona, Sevilla, Santiago de Compostela, León, Valencia y Zaragoza, desde donde prestamos servicio a proyectos gestionados por DXC dentro de sus principales líneas de negocio.

Nuestro portfolio de servicios incluye:
- Applications
- Modern Workplace
- Cloud and Security
- Analytics & Engineering
- IT Outsourcing",Sant Cugat del Vallès,Contrato otros contratos,Jornada completa,ES Field Delivery Spain,,,,,Trabajo solo presencial,2022-01-27
